Kingdom,Phylum,Class,Genus,Taxon,Algal Type,Authority,Authority Source,Current Name,Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
Chromista,Ochrophyta,Coscinodiscophyceae,Lindavia,Lindavia cf. comta,Centric Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Unknown,Unknown,Unknown,Unknown,Little green algal balls,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Luticola,Luticola goeppertiana,Pennate Diatom,"(Bleisch) D.G. Mann ex. J. Rarick, S. Wu, S.S. Lee and Edlund",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Lyngbya,Lyngbya sp.,Cyanobacterium,Agardh ex Gomont,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater to marine
Chromista,Ochrophyta,Synurophyceae,Mallomonas,Mallomonas sp.,Synurophyte,Perty,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Marssoniella,Marssoniella elegans,Cyanobacterium,Lemmerman,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Marssoniella,Marssoniella sp.,Cyanobacterium,Lemmerman,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Martyana,Martyana martyi,Pennate Diatom,(Héribaud-Joseph) Round,www.algaebase.org,Staurosirella martyi,(Héribaud-Joseph) E.A. Morales and K.M. Manoylov,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Massartia,Massartia sp.,Dinoflagellate,Conrad,Wehr and Sheath 2003,Katodinium sp.,Fott,Wehr and Sheath 2003,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Mastogloia,Mastogloia braunii,Pennate Diatom,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Mastogloia,Mastogloia sp.,Pennate Diatom,Thwaites ex Smith,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Mayamaea,Mayamaea ingenua,Pennate Diatom,(Hustedt) Lange-Bertalot & G. Hofmann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Mayamaea,Mayamaea sp.,Pennate Diatom,Lange-Bertalot,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira binderana,Centric Diatom,Kützing,www.algaebase.org,Stephanodiscus binderanus,(Kützing) Krieger,www.algaebase.org,Cavalier-Smith 1998,colonial,generally benthic; entrained in plankton,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira cf. varians,Centric Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira distans,Centric Diatom,(Ehrenberg) Kützing,www.algaebase.org,Aulacoseira distans,(Ehrenberg) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,generally benthic; entrained in plankton,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira granulata,Centric Diatom,(Ehrenberg) Ralfs,www.algaebase.org,Aulacoseira granulata,(Ehrenberg) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic; can survive on benthos,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira herzogii,Centric Diatom,Lemmermann,www.algaebase.org,Aulacoseira herzogii,(Lemmermann) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira islandica,Centric Diatom,O.F. Müller,www.algaebase.org,Aulacoseira islandica,(O. Müller) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic; can survive on benthos,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira italica,Centric Diatom,(Ehrenberg) Kützing,www.algaebase.org,Aulacoseira italica,(Ehrenberg) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic; can survive on benthos,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira lineata,Centric Diatom,(Dillwyn) C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,brackish
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira moniliformis,Centric Diatom,(O.F. Müller) C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira sp.,Centric Diatom,Agardh,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira sp.2,Centric Diatom,C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira sulcata,Centric Diatom,(Ehrenberg) Kützing,www.algaebase.org,Paralia sulcata,(Ehrenberg) Cleve,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic; can survive on benthos,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira varians,Centric Diatom,C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Meridion,Meridion circulare,Pennate Diatom,(Greville) C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Meridion,Meridion sp.,Pennate Diatom,Agardh,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,Merismopedia cf. tenuissima,Cyanobacterium,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,Merismopedia sp.,Cyanobacterium,Meyen,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,Merismopedia tenuissima,Cyanobacterium,Lemmermann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,Merismopedia warmingiana,Cyanobacterium,(Lagerheim) Forti,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Protozoa,Ciliophora,Kinetofragminophora,Mesodinium,Mesodinium rubrum,Ciliate,Lohmann,www.marinespecies.org,Myrionecta rubra,Lohmann,www.marinespecies.org,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Protozoa,Dinozoa,Dinophyceae,Mesoporos,Mesoporos perforatus,Dinoflagellate,(Gran) Lillick,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Plantae,Chlorophyta,Chlorophyceae,Micractinium,Micractinium pusillum,Green Alga,Fresenius,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Micractinium,Micractinium quadrisetum,Green Alga,(Lemmermann) G.M. Smith,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Micractinium,Micractinium sp.,Green Alga,Fresenius,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis aeruginosa,Cyanobacterium,(Kützing) Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis flosaquae,Cyanobacterium,(Wittrock) Kirchner,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis sp.,Cyanobacterium,Kützing ex Lemmermann,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Microspora,Microspora sp.,Green Alga,Thuret,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Monomorphina,Monomorphina pyrum,Euglenoid,(Ehrenberg) Mereschkowski,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Monomorphina,Monomorphina sp.,Euglenoid,Mereschkowsky,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium arcuatum,Green Alga,(Korshikov) Hindák,www.algaebase.org,Ankistrodesmus arcuatus,Korshikov,www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium cf. arcuatum,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium cf. contortum,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium cf. komarkovae,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium cf. minutum,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium contortum,Green Alga,(Thuret) Komárková-Legnerová,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium convolutum,Green Alga,(Corda) Komárkova-Legnerová,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium griffithii,Green Alga,(Berkeley) Komárková-Legnerová,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium irregulare,Green Alga,(G.M. Smith) Komárková-Legnerová,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium komarkovae,Green Alga,Nygaard,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium minutum,Green Alga,(Nägeli) Komáková-Legnerová,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium sp.,Green Alga,Komárková-Legnerová,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium tortile,Green Alga,(West and G.S. West) Komárková-Legnerová,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Ulvophyceae,Monostroma,Monostroma sp.,Green Alga,Thuret,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,brackish to marine
Plantae,Chlorophyta,Zygnematophyceae,Mougeotia,Mougeotia sp.,Green Alga,Agardh,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Mucidosphaerium,Mucidosphaerium sp.,Green Alga,"C. Bock, Proschold and Krienitz",www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Myxobaktron,Myxobaktron sp.,Cyanobacterium,W. Schmidle,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Unknown,Unknown,Unknown flagellates,Unknown flagellates,Nanoflagellates,Unknown Flagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula amphiceropsis,Pennate Diatom,Lange-Bertalot and Rumrich,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula antonii,Pennate Diatom,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula bacillum,Pennate Diatom,Ehrenberg,www.algaebase.org,Sellaphora bacillum,(Ehrenberg) D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula capitatoradiata,Pennate Diatom,Germain,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula caroliniae,Pennate Diatom,Bahls,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. antonii,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. caterva,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. eileeniae,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. germainii,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. gregaria,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. lanceolata,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. rhynchotella,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. rostellata,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. salinarum,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula confervacea,Pennate Diatom,(Kützing) Grunow,www.algaebase.org,Diadesmis confervacea,Kützing,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cryptocephala,Pennate Diatom,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cuspidata,Pennate Diatom,(Kützing) Kützing,www.algaebase.org,Craticula cuspidata,(Kützing) D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula erifuga,Pennate Diatom,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula exigua,Pennate Diatom,(W. Gregory) Grunow,www.algaebase.org,Placoneis exigua,(W. Gregory) Mereschkovsky,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula gregaria,Pennate Diatom,Donkin,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula hungarica,Pennate Diatom,Grunow,www.algaebase.org,Hippodonta hungarica,"(Grunow) Lange-Bertalot, Metzeltin and Witkowski",www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula lanceolata,Pennate Diatom,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula pupula,Pennate Diatom,Kützing,www.algaebase.org,Sellaphora pupula,(Kützing) Mereschkowsky,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater to brackish
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula pygmaea,Pennate Diatom,Kützing,www.algaebase.org,Fallacia pygmaea,(Kützing) A.J. Stickle and D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula radiosa,Pennate Diatom,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula rostellata,Pennate Diatom,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula sp.,Pennate Diatom,Bory de St.-Vincent,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula tripunctata,Pennate Diatom,(O.F. Müller) Bory de Saint-Vincent,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula trivialis,Pennate Diatom,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula viridula,Pennate Diatom,(Kützing) Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula viridula var. rostellata,Pennate Diatom,(Kützing) Cleve,www.algaebase.org,Navicula rostellata,Kützing,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula wildii,Pennate Diatom,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navigeia,Navigeia decussis,Pennate Diatom,(Østrup) Bukhtiyarova,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium affine,Pennate Diatom,(Ehrenberg) Pfizer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium apiculatum,Pennate Diatom,Reimer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium bisulcatum,Pennate Diatom,(Lagerstedt) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium dubium,Pennate Diatom,(Ehrenberg) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium sp.,Pennate Diatom,Pfitzer,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Nephrocytium,Nephrocytium agardhianum,Green Alga,Nägeli,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Nephrocytium,Nephrocytium sp.,Green Alga,Nägeli,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Prasinophyceae,Nephroselmis,Nephroselmis sp.,Green Alga,Stein,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia acicularis,Pennate Diatom,(Kützing) W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia amphibia,Pennate Diatom,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia angustata,Pennate Diatom,(W. Smith) Grunow,www.algaebase.org,Tryblionella angustata,W. Smith,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia apiculata,Pennate Diatom,(W. Gregory) Grunow,www.algaebase.org,Tryblionella apiculata,W. Gregory,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia brevissima,Pennate Diatom,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia capitellata,Pennate Diatom,Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. acicularis,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. balcanica,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. brevissima,Pennate Diatom,Unknown,Unknown,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. dissipata,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
