Project,Year,Survey,Month,Date,Station,Time,TowDuration,Region,TideCode,DepthBottom,CondSurf,PPTSurf,CondBott,PPTBott,TempSurf,TempBottom,Secchi,Turbidity,Microcystis,TotalMeter,MeterEstimate,Volume,ACARTELA,ACARTIA,DIAPTOM,EURYTEM,OTHCALAD,PDIAPFOR,PDIAPMAR,SINOCAL,TORTANUS,ALLCALADULTS,ACANTHO,LIMNOSPP,LIMNOSINE,LIMNOTET,OITHDAV,OITHSIM,OITHSPP,OTHCYCAD,ALLCYCADULTS,HARPACT,EURYJUV,OTHCALJUV,PDIAPJUV,SINOCALJUV,ASINEJUV,ACARJUV,DIAPTJUV,TORTJUV,ALLCALJUV,LIMNOJUV,OITHJUV,OTHCYCJUV,ALLCYCJUV,EURYNAUP,OTHCOPNAUP,PDIAPNAUP,SINONAUP,ALLCOPNAUP,BOSMINA,DAPHNIA,DIAPHAN,OTHCLADO,ALLCLADOCERA,ASPLANCH,KERATELA,OTHROT,POLYARTH,SYNCH,TRICHO,ALLROTIFERS,BARNNAUP,CRABZOEA,OSTRACOD,CUMAC
STN,2020,3,7,2020-07-16,606,09:43:00,10,Suisun Bay (Mont. Sl.),4,7.6,11350,6.44,11294,6.4,21.9,22,37,11.5,2,15679,N,4.8,1001.7,0,0,0,0,159.6,0,0,8,1169.3,0,0,0,119.7,4,0,0,0,123.7,20,0,0,239.4,0,1751.9,0,0,87.8,2079.1,0,0,4,4,0,115.7,16,0,131.7,0,0,0,0,0,0,0,0,0,0,0,0,55.9,8,63.9,0
STN,2020,3,7,2020-07-16,609,08:26:00,10,Suisun Bay (Mont. Sl.),4,8.5,9250,5.16,9200,5.13,21.7,21.2,50,13,2,14620,N,4.4,279.9,0,0,0,0,228.6,0,0,0,508.5,23.7,0,0,323.2,0,0,0,7.9,354.8,102.5,11.8,0,1155,0,445.4,0,0,11.8,1624,3.9,0,244.4,248.3,0,2731.7,394.2,0,3125.9,0,0,3.9,23.7,27.6,0,0,678,0,0,0,678,587.3,185.3,94.6,0
STN,2020,3,7,2020-07-16,610,07:06:00,10,Suisun Bay (Mont. Sl.),2,2.7,8415,4.66,5250,2.81,21.5,21.4,40,16.2,2,14932,N,4.5,394.9,0,0,0,0,117.3,0,0,0,512.2,0,0,0,0,7.8,0,0,0,7.8,19.6,0,0,74.3,0,840.6,0,0,3.9,918.8,3.9,0,3.9,7.8,0,70.4,31.3,0,101.7,0,0,0,31.3,31.3,0,0,0,0,0,0,0,371.4,23.5,15.6,0
STN,2020,3,7,2020-07-16,Mont,08:06:00,10,Suisun Bay (Mont. Sl.),2,3,8190,4.53,7400,4.06,21.4,21,40,NA,2,19718,N,6,375.8,0,0,0,0,79.3,0,0,4.2,459.3,4.2,0,0,4.2,0,0,0,8.4,16.7,20.9,16.7,0,254.7,0,505.2,0,0,0,776.6,0,0,37.6,37.6,0,87.7,29.2,0,116.9,0,0,0,0,0,0,0,66.8,0,0,0,66.8,54.3,108.6,12.5,0
EMP,2020,7,7,2020-07-16,NZ028,13:40:00,10,SuiBay,1,1.7,18600,11,18616,11.01,21.4,NA,44,NA,NA,30500,N,9.3,1165.4,1.9,0,0,0,1.9,0,0,33.7,1202.9,0,0,0,3.7,16.9,0,0,0,20.6,1.9,0,1.9,11.2,0,1793,0,0,376.6,2182.8,1.9,1.9,0,3.7,0,18.7,0,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0
EMP,2020,7,7,2020-07-16,NZ032,15:26:00,10,SuiMar,1,9.2,13250,7.61,14277,8.25,22.9,NA,72,NA,NA,20649,N,6.3,1260.3,0,0,0,0,167.7,0,0,86.7,1514.7,0,0,0,20.2,0,0,0,0,20.2,0,0,0,34.7,0,896.1,0,0,40.5,971.2,0,0,5.8,5.8,0,2.9,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,2.9,2.9,34.7,0
EMP,2020,7,7,2020-07-16,NZS42,14:35:00,10,SuiMar,1,4.3,12772,7.31,12855,7.37,22.3,NA,56,NA,NA,25813,N,7.8,608.4,0,0,0,0,441.2,0,0,31.5,1081.1,0,0,0,7.3,0,0,0,0,7.3,0,2.4,0,344.2,0,513.9,0,0,38.8,899.3,0,0,0,0,0,4.8,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,252.1,4.8,87.3,0
STN,2020,3,7,2020-07-17,704,06:36:00,10,Lower Sacramento River,4,10.7,2110,1.05,3843,2.01,20.7,19.7,69,13.1,1,16610,N,5,1001.7,0,0,0,0,348,0,0,0,1349.6,0,0,0,17.6,0,0,0,14.1,31.6,0,0,0,52.7,0,270.6,0,0,0,323.4,0,0,7,7,0,3.5,0,0,3.5,0,0,3.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0
STN,2020,3,7,2020-07-17,706,07:35:00,10,Lower Sacramento River,2,8.2,267,0.12,287,0.12,21.5,21.2,80,9.5,1,14301,N,4.3,190,0,0,0,0,158.9,0,0,0,348.9,0,0,0,0,0,0,0,10.4,10.4,10.4,3.5,0,815.2,0,107.1,0,0,0,925.7,0,0,10.4,10.4,0,3.5,10.4,0,13.8,0,0,76,13.8,89.8,0,0,0,0,0,0,0,0,0,3.5,0
STN,2020,4,7,2020-07-28,508,07:06:00,10,Suisun Bay,3,9.1,6515,3.54,7375,4.04,20.1,19.8,40,17.4,2,12900,N,3.9,1004,0,0,0,0,67.9,0,0,0,1071.9,0,0,0,4.9,0,0,0,0,4.9,0,0,0,4.9,0,567.5,0,0,0,572.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,4.9,0
STN,2020,4,7,2020-07-28,513,08:00:00,10,Confluence,4,10.7,4244,2.23,4395,2.32,20.3,20.1,67,11.3,1,14176,N,4.3,3508.6,0,0,0,0,148.3,0,0,0,3656.8,0,0,0,4.1,4.1,0,0,4.1,12.4,0,0,0,61.8,0,173,0,0,0,234.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,4.1,4.1,0
STN,2020,4,7,2020-07-28,519,11:40:00,10,Suisun Bay (Honker),4,1.8,12350,7.05,12849,7.36,20.3,20.5,36,19.5,2,12037,N,3.7,350.2,0,0,0,2.7,5.5,0,0,24.6,383,0,0,0,2.7,2.7,0,0,0,5.5,0,0,0,2.7,0,497.9,0,0,54.7,555.4,0,0,0,0,0,19.2,0,0,19.2,0,0,0,2.7,2.7,0,0,0,0,0,0,0,183.3,0,0,0
STN,2020,4,7,2020-07-28,801,08:53:00,10,Confluence,4,6.7,2586,1.31,3093,1.59,20.7,20,78,7.7,3,14970,N,4.5,1847.8,0,0,0,0,294.8,0,0,0,2142.6,0,0,0,8.8,0,0,0,4.4,13.2,4.4,0,0,233.2,0,149.6,0,0,0,382.8,0,0,0,0,0,0,22,0,22,4.4,0,13.2,0,17.6,0,0,0,0,0,0,0,4.4,0,4.4,0
STN,2020,4,7,2020-07-29,602,10:57:00,10,Suisun Bay (Grizzly),4,2.1,18920,11.2,18869,11.17,19.5,19.4,25,52.7,1,14131,N,4.3,1160.1,0,0,0,0,4.4,0,0,35.4,1199.9,0,0,0,26.6,48.7,0,0,0,75.3,4.4,0,0,0,0,699.6,0,0,110.7,810.3,4.4,0,0,4.4,0,88.6,0,0,88.6,0,0,0,0,0,0,0,0,0,0,0,0,208.1,0,0,0
FMWT,2020,1.5,7,2020-07-29,605,09:31:00,10,Montezuma Slough,4,9.1,16520,9.67,14766,8.56,20,19.5,20,43.4,1,14370,Y,4.4,61.4,0.9,0,0,0,0,0,0,5.5,67.8,0.9,0,0,0,3.7,0,0,0,4.6,0,0,0,0,0,171.4,0,0,91.7,263.1,0,0,7.3,7.3,0,12.8,0,0,12.8,0,0,0,0,0,0,0,1.8,0,0,0,1.8,70.6,2.8,1.8,0
STN,2020,4,7,2020-07-29,606,09:29:00,10,Suisun Bay (Mont. Sl.),4,7,14378,8.32,13781,7.94,20.8,20.7,43,23,1,15681,N,4.8,399,0,0,0,0,123.7,0,0,23.9,546.6,0,0,0,79.8,35.9,0,0,0,115.7,27.9,0,0,0,0,574.6,0,0,35.9,610.5,4,0,0,4,0,27.9,0,0,27.9,0,0,0,0,0,0,0,0,0,0,0,0,87.8,0,31.9,4
STN,2020,4,7,2020-07-29,609,08:27:00,10,Suisun Bay (Mont. Sl.),4,11.3,10649,6.01,10644,6.01,20.4,20,48,17.1,3,16247,N,4.9,398.3,0,0,3,0,270.6,0,0,9.1,681,9.1,0,0,21.3,0,0,0,3,33.4,9.1,3,0,91.2,0,158.1,0,0,0,252.4,0,0,76,76,0,48.7,0,0,48.7,0,0,0,6.1,6.1,0,0,0,0,0,0,0,453,30.4,319.2,0
STN,2020,4,7,2020-07-29,610,07:09:00,10,Suisun Bay (Mont. Sl.),4,3.4,9115,5.08,9192,5.13,20.1,19.8,40,14.1,3,16081,N,4.9,444.2,0,0,0,0,17.8,0,0,0,462,39.1,0,0,113.7,0,0,0,0,152.8,24.9,0,0,14.2,0,195.5,0,0,3.6,213.2,3.6,0,163.5,167,0,138.6,7.1,0,145.7,3.6,0,0,14.2,17.8,0,0,3.6,0,0,0,3.6,1396.6,35.5,120.8,10.7
STN,2020,4,7,2020-07-29,704,06:41:00,10,Lower Sacramento River,2,7.3,800,0.37,1185,0.57,20.8,20.3,32,20.4,2,14979,N,4.5,2248.8,0,0,0,0,565.1,0,0,0,2813.9,0,0,0,0,0,0,0,3.9,3.9,3.9,0,0,954.8,0,7.8,0,0,0,962.6,0,0,11.7,11.7,0,0,0,0,0,0,0,0,3.9,3.9,0,0,0,0,0,0,0,0,0,0,0
STN,2020,4,7,2020-07-29,706,07:38:00,10,Lower Sacramento River,2,7.9,243,0.1,257,0.11,21.1,21.1,103,11.4,2,14710,N,4.5,73,0,0,0,0,138,0,0,0,211,0,0,0,4.1,0,0,0,4.1,8.1,8.1,4.1,0,3116.3,0,8.1,0,4.1,0,3132.5,0,0,24.4,24.4,0,0,129.8,0,129.8,0,12.2,56.8,16.2,85.2,0,0,0,0,0,0,0,0,0,0,0
STN,2020,4,7,2020-07-29,Mont,12:26:00,10,Suisun Bay (Mont. Sl.),4,2.4,9943,5.58,10046,5.64,20,19.7,50,17.8,3,15800,N,4.8,213.8,0,0,0,0,11.9,0,0,4,229.7,308.9,0,0,4,0,0,0,0,312.8,15.8,0,0,11.9,0,202,0,0,0,213.8,0,0,1750.4,1750.4,0,11.9,0,0,11.9,0,0,0,4,4,0,0,35.6,0,0,0,35.6,150.5,35.6,19.8,0
EMP,2020,7,7,2020-07-30,NZS42,14:12:00,10,SuiMar,1,6.4,14627,8.47,10479,5.91,21.2,NA,40,NA,NA,16720,N,5.1,512.9,0,0,0,0,148.9,0,0,37.8,699.6,208,0,0,0,0,0,0,0,208,2.4,2.4,0,14.2,0,262.3,0,0,11.8,290.7,0,0,87.4,87.4,0,2.4,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,141.8,0,75.6,0
STN,2020,5,8,2020-08-12,602,10:16:00,10,Suisun Bay (Grizzly),4,1.8,19895,11.83,19681,11.7,20.1,20.4,44,17.3,1,14332,N,4.4,432.2,0,0,0,0,0,0,0,13.1,445.3,0,0,0,43.7,183.4,0,0,0,227,4.4,0,0,21.8,0,1025.9,0,0,707.2,1755,0,0,0,0,0,144.1,0,0,144.1,0,0,0,0,0,0,0,0,0,0,0,0,532.6,8.7,0,0
FMWT,2020,2,8,2020-08-12,605,09:55:00,10,Montezuma Slough,4,8.8,16655,9.75,15525,9.04,21.4,20.8,21,12.7,1,24116,N,7.3,82.2,0,0,0,0,4.8,1.9,0,33.5,122.4,0,0,0,1,4.8,0,0,0,5.7,0,0,0,0,0,307.8,0,0,144.3,452.1,1,0,0,1,0,11.5,0,0,11.5,0,0,0,0,0,0,0,1,0,0,0,1,4.8,0,4.8,0
STN,2020,5,8,2020-08-12,606,09:21:00,10,Suisun Bay (Mont. Sl.),4,6.7,15165,8.81,14900,8.64,21.8,21.4,59,8.5,1,15779,N,4.8,1378.7,0,0,0,0,7.5,0,0,22.5,1408.7,7.5,0,0,11.3,7.5,0,0,0,26.3,0,0,0,15,0,1784.4,0,0,450.8,2250.2,3.8,0,3.8,7.5,0,7.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,26.3,15,11.3,0
STN,2020,5,8,2020-08-12,609,08:22:00,10,Suisun Bay (Mont. Sl.),2,11,12405,7.09,12258,7,20.9,20.7,63,10.3,1,16151,N,4.9,589.2,0,0,0,0,61.5,0,0,3.6,654.2,0,0,0,300,14.5,0,0,0,314.5,79.5,0,0,72.3,0,488,0,0,21.7,581.9,0,0,18.1,18.1,0,1460.3,94,0,1554.2,0,0,0,3.6,3.6,0,0,3.6,0,0,0,3.6,835,39.8,300,0
STN,2020,5,8,2020-08-12,610,07:07:00,10,Suisun Bay (Mont. Sl.),4,3.1,9488,5.31,8020,4.43,20.7,20.9,38,9.3,1,15532,N,4.7,774.3,3.8,0,0,0,37.6,0,0,0,815.6,0,0,0,48.9,11.3,0,0,0,60.1,11.3,0,0,11.3,0,353.3,0,0,30.1,394.7,0,0,0,0,0,22.6,3.8,0,26.3,0,0,0,11.3,11.3,0,0,0,0,0,0,0,1176.4,15,30.1,7.5
STN,2020,5,8,2020-08-12,Mont,08:02:00,10,Suisun Bay (Mont. Sl.),4,3.7,10885,6.15,10255,5.77,20.9,20.4,94,9.3,1,20986,N,6.4,700.6,0,0,0,0,23.9,0,0,3,727.5,155,0,0,3,0,0,0,0,158,0,0,0,11.9,0,411.4,0,0,8.9,432.3,0,0,113.3,113.3,0,0,0,0,0,0,0,0,0,0,0,0,172.9,0,0,0,172.9,1141.9,56.7,8.9,0
EMP,2020,8,8,2020-08-12,NZ060,10:55:00,10,WestDel,1,11,5920,3.19,6008,3.24,21.6,NA,80,NA,NA,NA,N,9.4,2564.7,0,0,0,0,168,0,0,0,2732.7,0,0,0,11.2,0,0,0,0,11.2,7.5,0,0,14.9,0,410.7,0,0,0,425.6,0,0,0,0,0,3.7,0,0,3.7,0,0,0,3.7,3.7,0,0,0,0,0,0,0,18.7,0,0,0
EMP,2020,8,8,2020-08-12,NZ064,12:35:00,10,SacR,1,9,442,0.2,878,0.41,23.1,NA,64,NA,NA,NA,N,8.8,1664.9,0,0,0,0,1420,0,0,0,3084.9,0,0,0,6.8,0,0,0,4.5,11.3,0,0,0,1079.7,0,27.2,0,0,0,1106.9,0,0,4.5,4.5,0,0,4.5,0,4.5,0,0,40.8,2.3,43.1,0,0,2.3,0,0,0,2.3,0,0,0,0
STN,2020,5,8,2020-08-13,508,06:33:00,10,Suisun Bay,2,10.7,7551,4.15,8535,4.73,20.8,20.6,34,17.7,3,19957,N,6.1,2001,0,0,0,0,62.5,0,0,0,2063.5,0,0,0,27.8,0,0,0,0,27.8,0,0,0,7,0,944.9,0,0,3.5,955.3,0,0,3.5,3.5,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17.4,7,0,0
STN,2020,5,8,2020-08-13,513,07:29:00,10,Confluence,2,9.8,3652,1.9,4959,2.64,20.9,20.8,80,9,3,16041,N,4.9,855,0,0,0,0,53.4,0,0,0,908.4,0,0,0,10.7,0,0,0,7.1,17.8,0,0,0,89.1,0,391.9,0,0,3.6,484.5,0,0,0,0,0,0,7.1,0,7.1,0,0,3.6,7.1,10.7,0,0,0,0,0,0,0,3.6,3.6,14.3,0
STN,2020,5,8,2020-08-13,519,10:50:00,10,Suisun Bay (Honker),4,1.8,12046,6.87,12757,7.3,21.7,21.6,80,7.3,3,17013,N,5.2,305.2,0,0,0,0,3.5,0,0,10.5,319.3,0,0,0,3.5,7,0,0,0,10.5,7,0,0,3.5,0,964.8,0,0,189.5,1157.8,3.5,0,0,3.5,0,28.1,3.5,0,31.6,0,0,0,0,0,0,0,0,0,0,0,0,56.1,3.5,0,0
STN,2020,5,8,2020-08-13,801,08:31:00,10,Confluence,3,6.7,2937,1.5,2955,1.51,21.8,21.5,80,6.7,3,16274,N,4.9,728.5,0,0,0,0,354.1,0,0,0,1082.6,0,0,0,5.1,0,0,0,10.1,15.2,0,0,0,278.2,0,495.8,0,0,0,774,0,0,0,0,0,0,60.7,0,60.7,0,0,5.1,10.1,15.2,0,0,0,0,0,0,0,10.1,0,40.5,0
EMP,2020,8,8,2020-08-13,NZ054,13:56:00,10,SuiBay,1,9,10491,5.91,12976,7.44,21.6,NA,92,NA,NA,23131,N,7,1988.2,0,0,0,0,22.4,2.5,0,12.5,2025.5,0,0,0,24.9,2.5,0,0,0,27.4,0,0,0,2.5,0,478.4,0,0,24.9,505.8,2.5,0,0,2.5,0,10,0,0,10,0,0,2.5,0,2.5,0,0,0,0,0,0,0,22.4,0,2.5,0
STN,2020,5,8,2020-08-14,704,06:22:00,10,Lower Sacramento River,2,7.6,804,0.38,878,0.41,22.5,22.6,60,10.6,3,16105,N,4.9,165.9,0,0,0,0,443.4,0,0,0,609.2,0,0,0,12.1,0,0,0,9.1,21.1,21.1,0,0,2786.8,3,220.2,0,0,0,3010,0,0,12.1,12.1,0,9.1,84.5,0,93.5,0,0,63.3,3,66.4,0,0,0,0,0,0,0,0,0,9.1,0
STN,2020,5,8,2020-08-14,706,07:13:00,10,Lower Sacramento River,2,8.2,287,0.12,181,0.08,23,22.9,77,9.1,2,15605,N,4.7,82.3,0,0,0,0,690.1,0,0,0,772.4,0,0,0,12.7,0,0,0,6.3,19,31.7,0,0,7115.9,0,114,0,0,0,7229.9,0,0,0,0,0,0,905.3,0,905.3,25.3,6.3,259.6,50.7,341.9,0,0,0,0,0,0,0,0,0,25.3,0
EMP,2020,8,8,2020-08-17,NZ028,14:00:00,10,SuiBay,1,2.3,20214,12.04,20215,12.04,23.2,NA,68,NA,NA,26049,N,7.9,975.2,0,0,0,4.8,21.6,9.6,0,81.7,1092.9,0,0,0,12,19.2,0,0,0,31.2,0,0,2.4,26.4,0,727.8,4.8,0,124.9,886.3,0,0,2.4,2.4,0,2.4,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0
EMP,2020,8,8,2020-08-17,NZ032,15:52:00,10,SuiMar,1,8.4,16300,9.53,16715,9.79,24.6,NA,64,NA,NA,21726,N,6.6,907.2,2.9,0,0,0,14.4,0,0,54.7,979.2,0,0,0,20.2,20.2,0,0,0,40.3,8.6,0,0,49,0,768.9,0,0,100.8,918.7,0,0,0,0,0,25.9,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,83.5,20.2,17.3,0
EMP,2020,8,8,2020-08-17,NZS42,14:57:00,10,SuiMar,1,5.8,15138,8.79,15232,8.85,24.8,NA,56,NA,NA,17390,N,5.3,1032.6,0,0,0,0,32.4,0,0,57.6,1122.6,0,0,0,187.1,10.8,0,0,0,197.9,28.8,0,0,36,0,1363.6,0,0,82.8,1482.4,0,0,0,0,0,28.8,0,0,28.8,0,0,0,0,0,0,0,0,0,0,0,0,79.2,3.6,111.5,0
STN,2020,6,8,2020-08-24,508,08:11:00,10,Suisun Bay,4,18.9,12521,7.16,14833,8.6,22.6,22.7,94,8.1,3,18959,N,5.8,3140.7,0,0,0,0,0,0,0,0,3140.7,0,0,0,12.1,6,0,0,3,21.1,0,0,0,3,0,1859.7,0,0,33.2,1895.9,0,0,3,3,0,27.1,3,0,30.1,0,0,0,0,0,0,0,0,0,0,0,0,123.6,3,0,0
STN,2020,6,8,2020-08-24,513,07:20:00,10,Confluence,4,12.2,8935,4.97,9961,5.59,22.8,22.7,96,7.4,3,17104,N,5.2,4380.2,0,3.4,0,0,64,3.4,0,13.5,4464.4,0,0,0,33.7,3.4,0,0,0,37.1,10.1,0,0,0,0,1017.5,0,0,6.7,1024.3,0,0,0,0,0,10.1,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,30.3,13.5,6.7,0
STN,2020,6,8,2020-08-24,519,09:02:00,10,Suisun Bay (Honker),1,3,14581,8.44,17082,10.03,22.7,22.7,73,9.9,2,18721,N,5.7,2219.2,0,0,0,0,0,3.3,0,107,2329.5,0,0,0,10,30.1,0,0,0,40.1,0,0,0,0,0,1527.4,0,0,26.7,1554.1,0,3.3,0,3.3,0,3.3,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,63.5,0,0,0
STN,2020,6,8,2020-08-24,801,06:31:00,10,Confluence,4,7.3,5037,2.68,6396,3.47,23.5,23.3,104,6.2,3,17771,Y,5.4,2598.2,0,0,0,0,582,0,0,0,3180.3,3.2,0,0,119,9.7,0,0,9.7,141.5,19.3,0,0,157.6,0,569.2,0,0,3.2,730,3.2,0,0,3.2,0,16.1,6.4,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,19.3,6.4,32.2,0
STN,2020,6,8,2020-08-26,602,10:56:00,10,Suisun Bay (Grizzly),1,1.8,22497,13.53,22405,13.47,21.4,20.9,37,27.3,1,16731,N,5.1,1170.1,0,0,0,0,0,3.6,0,107,1280.7,0,0,0,46.4,210.5,0,0,3.6,260.4,0,0,0,7.1,0,1148.7,0,0,267.6,1423.4,0,0,0,0,0,7.1,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,203.4,0,0,0
FMWT,2020,2.5,8,2020-08-26,605,10:32:00,10,Montezuma Slough,4,6.7,19133,11.34,17364,10.19,21.7,20.9,21,23.9,1,12742,N,3.9,736.6,0,0,0,0,9.8,4.9,0,186.6,937.9,0,0,0,34.4,309.4,0,0,4.9,348.6,0,0,0,14.7,0,3987.3,0,0,933,4935,0,0,0,0,0,63.8,0,0,63.8,0,0,0,4.9,4.9,0,0,0,0,0,0,0,279.9,0,4.9,0
STN,2020,6,8,2020-08-26,606,08:56:00,10,Suisun Bay (Mont. Sl.),4,8.2,17934,10.57,16939,9.93,22.1,22,38,27.6,1,18457,N,5.6,1503.8,0,0,3.2,0,3.2,3.2,0,100.3,1613.7,0,0,0,77.6,106.7,0,0,0,184.3,3.2,0,0,0,0,1662.2,0,0,300.8,1963,0,0,0,0,0,119.7,0,0,119.7,0,0,0,0,0,0,0,0,0,0,0,0,229.6,19.4,12.9,0
STN,2020,6,8,2020-08-26,609,07:53:00,10,Suisun Bay (Mont. Sl.),1,9.8,14048,8.11,14134,8.16,22.2,21.8,46,26.2,2,18201,N,5.5,879.3,0,0,0,0,38,0,0,0,917.3,0,0,0,461.4,16.3,0,0,0,477.7,27.1,0,0,0,0,504.8,0,0,38,542.8,5.4,0,0,5.4,0,59.7,0,0,59.7,0,0,0,0,0,0,0,5.4,0,0,0,5.4,493.9,10.9,282.3,0
STN,2020,6,8,2020-08-26,610,06:49:00,10,Suisun Bay (Mont. Sl.),4,3.4,12297,7.02,10350,5.83,22.3,21.8,42,24.4,3,17799,N,5.4,664.4,0,0,0,0,87.9,0,0,0,752.3,0,0,0,73.8,7,0,0,0,80.9,31.6,0,0,17.6,0,615.2,0,0,28.1,660.9,0,0,3.5,3.5,0,7,0,0,7,0,0,0,7,7,0,0,0,0,0,0,0,1307.7,3.5,70.3,17.6
STN,2020,6,8,2020-08-26,704,06:29:00,10,Lower Sacramento River,2,7.6,616,0.28,840,0.39,23.1,22.6,50,16.4,2,18836,N,5.7,4021.2,0,0,0,0,310.5,0,0,0,4331.8,0,0,0,3.2,0,0,0,0,3.2,9.5,0,0,91.9,0,15.8,0,0,0,107.7,0,0,12.7,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0
STN,2020,6,8,2020-08-26,706,07:27:00,10,Lower Sacramento River,2,8.5,225,0.1,238,0.1,22.2,21.7,90,5.6,2,18498,N,5.6,1445.6,0,0,0,0,1429.4,0,0,0,2875,0,0,0,0,0,0,0,12.9,12.9,0,0,0,916.4,0,0,0,0,0,916.4,0,0,25.8,25.8,0,0,22.6,0,22.6,0,0,3.2,19.4,22.6,0,0,0,0,0,0,0,0,0,3.2,0
STN,2020,6,8,2020-08-26,Mont,07:34:00,10,Suisun Bay (Mont. Sl.),4,3.4,13205,7.58,13129,7.54,22,21.4,48,17.5,2,13696,N,4.2,621.3,0,0,0,0,32,0,0,0,653.3,0,0,0,0,0,0,0,0,0,18.3,0,0,9.1,0,379.2,0,0,4.6,392.9,0,0,9.1,9.1,0,4.6,0,0,4.6,0,0,0,4.6,4.6,0,0,0,0,0,0,0,612.2,13.7,22.8,0
EMP,2020,8,8,2020-08-26,NZS42,10:07:00,10,SuiMar,1,4.3,17318,10.18,17389,10.22,22.1,NA,37,NA,NA,7867,N,2.4,1134.4,0,0,0,0,0,0,0,71.2,1205.6,0,0,0,29.3,4.2,0,0,0,33.5,20.9,0,0,0,0,816.3,0,0,100.5,916.7,0,0,0,0,0,12.6,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,531.6,0,8.4,0
STN,2020,7,9,2020-09-10,609,10:22:00,10,Suisun Bay (Mont. Sl.),2,8.2,12035,6.86,12411,7.09,20.8,20.8,79,10.2,1,8677,N,2.6,1020.9,0,0,0,0,7.6,3.8,0,3.8,1036.1,0,0,0,38,0,0,0,0,38,34.2,0,0,22.8,0,375.7,0,0,11.4,409.9,3.8,0,7.6,11.4,0,11.4,3.8,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,390.9,7.6,75.9,3.8
STN,2020,7,9,2020-09-10,610,09:35:00,10,Suisun Bay (Mont. Sl.),2,5.2,10722,6.05,11583,6.58,20.3,20.6,86,14,1,15420,N,4.7,466.4,0,0,0,0,12.8,0,0,0,479.2,0,0,0,5.1,2.6,0,0,15.4,23.1,5.1,0,0,2.6,0,71.8,0,0,0,74.3,0,0,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5,0,2.6,0
STN,2020,7,9,2020-09-10,Mont,10:00:00,10,Suisun Bay (Mont. Sl.),2,5.5,7590,4.17,7876,4.34,20.4,20.1,58,14.4,1,16461,N,5,669,0,0,0,0,19,0,0,0,688,0,0,0,0,0,0,0,0,0,7.6,0,0,7.6,0,7.6,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8,0,3.8,0
EMP,2020,9,9,2020-09-10,NZ064,10:45:00,10,SacR,1,9.3,754,0.35,1460,0.71,21.5,NA,76,NA,NA,NA,N,8.4,2530,0,0,0,0,602.1,0,0,0,3132.1,0,0,0,152.9,0,0,0,4.8,157.7,0,0,0,1029.7,0,40.6,0,0,0,1070.3,0,0,2.4,2.4,0,0,4.8,0,4.8,0,0,7.2,0,7.2,0,0,2.4,0,0,0,2.4,0,0,0,0
FMWT,2020,3,9,2020-09-15,519,09:11:00,10,Honker Bay,4,2.4,13034,7.48,8392,4.65,20,20.3,45,14.7,2,20000,N,6.1,1043.1,0,0,0,0,2.9,2.9,0,5.8,1054.6,0,0,0,34.6,23.1,0,0,0,57.6,2.9,0,0,2.9,0,1167,0,0,40.3,1210.2,5.8,0,0,5.8,0,17.3,2.9,0,20.2,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0
FMWT,2020,3,9,2020-09-15,704,09:10:00,10,Lower Sacramento River,2,8.5,786,0.37,940,0.44,20.8,20.5,60,12.8,1,12513,N,3.8,6374.1,0,0,0,0,1310.6,0,0,5.3,7690,0,0,0,94.7,0,0,0,5.3,100,15.8,0,0,810.6,0,42.1,0,0,0,852.7,0,0,5.3,5.3,0,0,31.6,0,31.6,0,0,5.3,0,5.3,0,0,0,0,0,0,0,0,0,15.8,0
